시도명,시군구명,읍/면/동,설치유무,등록인구수,어린이보호구역개수,화재발생횟수,인구밀도,범죄총계(구),범죄발생비율
서울특별시,서초구,방배동,0.0,104555.0,34.0,59.0,0.01,4926.0,51.64
서울특별시,서초구,양재동,0.0,67599.0,16.0,39.0,0.01,4926.0,33.39
서울특별시,서초구,내곡동,0.0,18146.0,6.0,9.0,0.0,4926.0,8.96
서울특별시,성동구,왕십리2동,0.0,17416.0,10.0,0.0,0.0,2379.0,4.15
서울특별시,성동구,마장동,0.0,23459.0,12.0,16.0,0.0,2379.0,5.6
서울특별시,성동구,사근동,0.0,13512.0,8.0,10.0,0.0,2379.0,3.22
서울특별시,성동구,행당동,0.0,38514.0,8.0,18.0,0.0,2379.0,9.19
서울특별시,성동구,응봉동,0.0,15824.0,4.0,7.0,0.0,2379.0,3.77
서울특별시,성동구,금호동1가,0.0,15795.0,6.0,4.0,0.0,2379.0,3.77
서울특별시,성동구,금호동4가,0.0,14842.0,8.0,11.0,0.0,2379.0,3.54
서울특별시,성동구,성수동1가,0.0,30589.0,8.0,28.0,0.0,2379.0,7.3
서울특별시,성동구,성수동2가,0.0,28603.0,6.0,63.0,0.0,2379.0,6.82
서울특별시,성동구,송정동,0.0,11143.0,4.0,5.0,0.0,2379.0,2.66
서울특별시,성동구,용답동,0.0,12724.0,6.0,10.0,0.0,2379.0,3.03
서울특별시,성동구,왕십리도선동,0.0,27588.0,0.0,0.0,0.0,2379.0,6.58
서울특별시,성동구,금호동2가,0.0,11792.0,4.0,3.0,0.0,2379.0,2.81
서울특별시,성동구,금호동3가,0.0,11792.0,2.0,7.0,0.0,2379.0,2.81
서울특별시,성동구,옥수동,0.0,26912.0,10.0,4.0,0.0,2379.0,6.42
서울특별시,성북구,돈암동,0.0,40065.0,26.0,6.0,0.0,2701.0,10.85
서울특별시,성북구,안암동,0.0,16580.0,8.0,0.0,0.0,2701.0,4.49
서울특별시,성북구,보문동,0.0,16123.0,10.0,0.0,0.0,2701.0,4.37
서울특별시,성북구,정릉동,0.0,85505.0,32.0,38.0,0.01,2701.0,23.15
서울특별시,성북구,길음동,0.0,53735.0,28.0,10.0,0.01,2701.0,14.55
서울특별시,성북구,월곡동,0.0,47504.0,16.0,0.0,0.0,2701.0,12.86
서울특별시,성북구,장위동,0.0,51914.0,22.0,28.0,0.01,2701.0,14.06
서울특별시,성북구,성북동,0.0,17404.0,10.0,7.0,0.0,2701.0,4.71
서울특별시,성북구,삼선동,0.0,24144.0,4.0,0.0,0.0,2701.0,6.54
서울특별시,성북구,동선동,0.0,16246.0,14.0,0.0,0.0,2701.0,4.4
서울특별시,성북구,종암동,0.0,41353.0,20.0,9.0,0.0,2701.0,11.2
서울특별시,성북구,석관동,0.0,36483.0,10.0,13.0,0.0,2701.0,9.88
서울특별시,송파구,풍납동,0.0,40288.0,18.0,18.0,0.0,5425.0,21.91
서울특별시,송파구,거여동,0.0,32407.0,10.0,16.0,0.0,5425.0,17.63
서울특별시,송파구,마천동,0.0,39628.0,18.0,26.0,0.0,5425.0,21.55
서울특별시,송파구,방이동,0.0,42973.0,6.0,35.0,0.0,5425.0,23.37
서울특별시,송파구,오륜동,0.0,18495.0,6.0,0.0,0.0,5425.0,10.06
서울특별시,송파구,오금동,0.0,39668.0,10.0,25.0,0.0,5425.0,21.58
서울특별시,송파구,송파동,0.0,45990.0,16.0,17.0,0.0,5425.0,25.01
서울특별시,송파구,석촌동,0.0,33166.0,10.0,21.0,0.0,5425.0,18.04
서울특별시,송파구,삼전동,0.0,31839.0,2.0,11.0,0.0,5425.0,17.32
서울특별시,송파구,가락동,0.0,88448.0,26.0,46.0,0.01,5425.0,48.11
서울특별시,송파구,문정동,0.0,50415.0,4.0,43.0,0.01,5425.0,27.42
서울특별시,송파구,잠실동,0.0,149873.0,38.0,41.0,0.02,5425.0,81.52
서울특별시,송파구,장지동,0.0,30370.0,14.0,13.0,0.0,5425.0,16.52
서울특별시,송파구,위례동,0.0,30366.0,6.0,0.0,0.0,5425.0,16.52
서울특별시,양천구,목동,0.0,153553.0,40.0,65.0,0.02,3087.0,47.52
서울특별시,양천구,신월동,0.0,125465.0,46.0,93.0,0.01,3087.0,38.83
서울특별시,양천구,신정동,0.0,177372.0,50.0,86.0,0.02,3087.0,54.9
서울특별시,영등포구,여의동,0.0,34463.0,12.0,0.0,0.0,5464.0,18.88
서울특별시,영등포구,당산동,0.0,59208.0,14.0,3.0,0.01,5464.0,32.43
서울특별시,영등포구,양평동,0.0,40305.0,18.0,2.0,0.0,5464.0,22.08
서울특별시,영등포구,신길동,0.0,102288.0,40.0,44.0,0.01,5464.0,56.03
서울특별시,영등포구,대림동,0.0,64500.0,26.0,45.0,0.01,5464.0,35.33
서울특별시,영등포구,영등포동,0.0,52539.0,10.0,9.0,0.01,5464.0,28.78
서울특별시,영등포구,도림동,0.0,20665.0,2.0,8.0,0.0,5464.0,11.32
서울특별시,영등포구,문래동,0.0,33399.0,10.0,0.0,0.0,5464.0,18.3
서울특별시,용산구,후암동,0.0,18202.0,6.0,7.0,0.0,3041.0,5.55
서울특별시,용산구,용산동2가,0.0,11272.0,2.0,5.0,0.0,3041.0,3.44
서울특별시,용산구,남영동,0.0,8116.0,0.0,3.0,0.0,3041.0,2.47
서울특별시,용산구,원효로2가,0.0,14331.0,2.0,1.0,0.0,3041.0,4.37
서울특별시,용산구,효창동,0.0,10326.0,2.0,5.0,0.0,3041.0,3.15
서울특별시,용산구,용문동,0.0,12455.0,0.0,2.0,0.0,3041.0,3.8
서울특별시,용산구,이촌동,0.0,37769.0,14.0,10.0,0.0,3041.0,11.52
서울특별시,용산구,이태원동,0.0,19559.0,6.0,29.0,0.0,3041.0,5.96
서울특별시,용산구,서빙고동,0.0,14000.0,2.0,2.0,0.0,3041.0,4.27
서울특별시,용산구,보광동,0.0,15531.0,2.0,9.0,0.0,3041.0,4.74
서울특별시,용산구,청파동1가,0.0,6832.0,0.0,7.0,0.0,3041.0,2.08
서울특별시,용산구,청파동2가,0.0,6832.0,2.0,1.0,0.0,3041.0,2.08
서울특별시,용산구,청파동3가,0.0,6832.0,0.0,3.0,0.0,3041.0,2.08
서울특별시,용산구,원효로1가,0.0,16730.0,0.0,8.0,0.0,3041.0,5.1
서울특별시,용산구,한강로1가,0.0,7365.0,0.0,3.0,0.0,3041.0,2.25
서울특별시,용산구,한강로2가,0.0,7366.0,2.0,8.0,0.0,3041.0,2.25
서울특별시,용산구,한강로3가,0.0,7366.0,2.0,7.0,0.0,3041.0,2.25
서울특별시,용산구,한남동,0.0,23761.0,10.0,21.0,0.0,3041.0,7.24
서울특별시,은평구,녹번동,0.0,37815.0,8.0,12.0,0.0,3686.0,13.97
서울특별시,은평구,불광동,0.0,68762.0,12.0,24.0,0.01,3686.0,25.41
서울특별시,은평구,갈현동,0.0,52635.0,7.0,21.0,0.01,3686.0,19.45
서울특별시,은평구,구산동,0.0,32997.0,7.0,11.0,0.0,3686.0,12.19
서울특별시,은평구,대조동,0.0,27579.0,2.0,8.0,0.0,3686.0,10.19
서울특별시,은평구,응암동,0.0,84594.0,12.0,25.0,0.01,3686.0,31.26
서울특별시,은평구,신사동,0.0,48721.0,9.0,16.0,0.0,3686.0,18.0
서울특별시,은평구,증산동,0.0,15487.0,2.0,8.0,0.0,3686.0,5.72
서울특별시,은평구,수색동,0.0,11258.0,3.0,5.0,0.0,3686.0,4.16
서울특별시,은평구,진관동,0.0,57256.0,11.0,13.0,0.01,3686.0,21.16
서울특별시,은평구,역촌동,0.0,46939.0,3.0,16.0,0.0,3686.0,17.35
서울특별시,종로구,사직동,0.0,9806.0,2.0,3.0,0.0,3608.0,3.55
서울특별시,종로구,삼청동,0.0,2909.0,0.0,3.0,0.0,3608.0,1.05
서울특별시,종로구,부암동,0.0,10333.0,2.0,8.0,0.0,3608.0,3.74
서울특별시,종로구,평창동,0.0,18582.0,4.0,13.0,0.0,3608.0,6.72
서울특별시,종로구,무악동,0.0,8592.0,2.0,8.0,0.0,3608.0,3.11
서울특별시,종로구,교남동,0.0,10634.0,0.0,1.0,0.0,3608.0,3.85
서울특별시,종로구,가회동,0.0,4418.0,2.0,0.0,0.0,3608.0,1.6
서울특별시,종로구,종로1가,0.0,2112.0,0.0,0.0,0.0,3608.0,0.76
서울특별시,종로구,종로2가,0.0,2112.0,0.0,3.0,0.0,3608.0,0.76
서울특별시,종로구,종로3가,0.0,2112.0,0.0,3.0,0.0,3608.0,0.76
서울특별시,종로구,종로4가,0.0,2113.0,0.0,3.0,0.0,3608.0,0.76
서울특별시,종로구,종로5가,0.0,2845.0,0.0,4.0,0.0,3608.0,1.03
서울특별시,종로구,종로6가,0.0,2846.0,2.0,0.0,0.0,3608.0,1.03
서울특별시,종로구,이화동,0.0,8111.0,2.0,2.0,0.0,3608.0,2.93
서울특별시,종로구,창신동,0.0,22574.0,10.0,24.0,0.0,3608.0,8.17
서울특별시,종로구,숭인동,0.0,16566.0,6.0,19.0,0.0,3608.0,5.99
서울특별시,종로구,청운동,0.0,12633.0,4.0,1.0,0.0,3608.0,4.57
서울특별시,종로구,혜화동,0.0,19734.0,6.0,7.0,0.0,3608.0,7.14
서울특별시,중구,소공동,0.0,3011.0,0.0,3.0,0.0,4132.0,1.25
서울특별시,중구,회현동1가,0.0,5757.0,2.0,2.0,0.0,4132.0,2.38
서울특별시,중구,명동1가,0.0,1843.0,0.0,1.0,0.0,4132.0,0.76
서울특별시,중구,명동2가,0.0,1842.0,2.0,2.0,0.0,4132.0,0.76
서울특별시,중구,필동2가,0.0,2377.0,2.0,3.0,0.0,4132.0,0.98
서울특별시,중구,필동3가,0.0,2377.0,0.0,2.0,0.0,4132.0,0.98
서울특별시,중구,장충동1가,0.0,2734.0,0.0,3.0,0.0,4132.0,1.13
서울특별시,중구,장충동2가,0.0,2734.0,2.0,6.0,0.0,4132.0,1.13
서울특별시,중구,광희1가,0.0,3208.0,0.0,0.0,0.0,4132.0,1.33
서울특별시,중구,광희2가,0.0,3208.0,0.0,0.0,0.0,4132.0,1.33
서울특별시,중구,을지로1가,0.0,281.0,0.0,1.0,0.0,4132.0,0.12
서울특별시,중구,을지로2가,0.0,281.0,0.0,2.0,0.0,4132.0,0.12
서울특별시,중구,을지로3가,0.0,281.0,0.0,3.0,0.0,4132.0,0.12
서울특별시,중구,을지로4가,0.0,281.0,0.0,2.0,0.0,4132.0,0.12
서울특별시,중구,을지로5가,0.0,281.0,0.0,5.0,0.0,4132.0,0.12
서울특별시,중구,을지로6가,0.0,281.0,0.0,1.0,0.0,4132.0,0.12
서울특별시,중구,을지로7가,0.0,281.0,0.0,2.0,0.0,4132.0,0.12
서울특별시,중구,황학동,0.0,13531.0,4.0,11.0,0.0,4132.0,5.61
서울특별시,중구,중림동,0.0,12801.0,2.0,4.0,0.0,4132.0,5.3
서울특별시,중구,신당동,0.0,20058.0,38.0,56.0,0.0,4132.0,8.31
서울특별시,중구,다산동,0.0,14725.0,0.0,0.0,0.0,4132.0,6.1
서울특별시,중구,약수동,0.0,17354.0,0.0,0.0,0.0,4132.0,7.19
서울특별시,중구,청구동,0.0,14281.0,0.0,0.0,0.0,4132.0,5.92
서울특별시,중구,동화동,0.0,10827.0,0.0,0.0,0.0,4132.0,4.49
서울특별시,중랑구,상봉동,0.0,45126.0,8.0,25.0,0.0,4130.0,18.69
서울특별시,중랑구,중화동,0.0,46473.0,12.0,28.0,0.0,4130.0,19.24
서울특별시,중랑구,묵동,0.0,55260.0,10.0,18.0,0.01,4130.0,22.88
서울특별시,중랑구,신내동,0.0,61133.0,14.0,17.0,0.01,4130.0,25.31
서울특별시,중랑구,면목동,0.0,143278.0,28.0,72.0,0.01,4130.0,59.33
서울특별시,중랑구,망우동,0.0,48292.0,12.0,36.0,0.0,4130.0,20.0
전라남도,신안군,지도읍,1.0,4798.0,2.0,0.0,0.12,460.0,53.7
전라남도,신안군,압해읍,1.0,6533.0,6.0,0.0,0.16,460.0,73.12
전라남도,신안군,증도면,0.0,1948.0,2.0,0.0,0.05,460.0,21.8
전라남도,신안군,임자면,0.0,3290.0,2.0,0.0,0.08,460.0,36.82
전라남도,신안군,자은면,0.0,2331.0,2.0,0.0,0.06,460.0,26.09
전라남도,신안군,비금면,0.0,3638.0,2.0,0.0,0.09,460.0,40.72
전라남도,신안군,도초면,1.0,2908.0,2.0,0.0,0.07,460.0,32.55
전라남도,신안군,흑산면,0.0,4194.0,2.0,0.0,0.1,460.0,46.94
전라남도,신안군,하의면,0.0,1850.0,2.0,0.0,0.05,460.0,20.7
전라남도,신안군,신의면,0.0,1630.0,2.0,0.0,0.04,460.0,18.24
전라남도,신안군,장산면,0.0,1634.0,2.0,0.0,0.04,460.0,18.29
전라남도,신안군,안좌면,0.0,3163.0,2.0,0.0,0.08,460.0,35.4
전라남도,신안군,팔금면,0.0,1055.0,2.0,0.0,0.03,460.0,11.81
전라남도,신안군,암태면,1.0,2130.0,0.0,0.0,0.05,460.0,23.84
전라북도,고창군,고창읍,1.0,21643.0,3.0,0.0,0.11,363.0,41.15
전라북도,고창군,고수면,1.0,2308.0,2.0,0.0,0.01,363.0,4.39
전라북도,고창군,아산면,1.0,2717.0,2.0,0.0,0.01,363.0,5.17
전라북도,고창군,무장면,1.0,2879.0,2.0,0.0,0.02,363.0,5.47
전라북도,고창군,공음면,1.0,2564.0,2.0,0.0,0.01,363.0,4.88
전라북도,고창군,상하면,1.0,2467.0,2.0,0.0,0.01,363.0,4.69
전라북도,고창군,해리면,1.0,2881.0,4.0,0.0,0.02,363.0,5.48
전라북도,고창군,성송면,1.0,1853.0,2.0,0.0,0.01,363.0,3.52
전라북도,고창군,대산면,0.0,3412.0,4.0,0.0,0.02,363.0,6.49
전라북도,고창군,심원면,1.0,2577.0,2.0,0.0,0.01,363.0,4.9
전라북도,고창군,흥덕면,1.0,3155.0,2.0,0.0,0.02,363.0,6.0
전라북도,고창군,성내면,1.0,1994.0,2.0,0.0,0.01,363.0,3.79
전라북도,고창군,신림면,1.0,2290.0,4.0,0.0,0.01,363.0,4.35
전라북도,고창군,부안면,1.0,2684.0,4.0,0.0,0.01,363.0,5.1
전라북도,무주군,무주읍,1.0,9551.0,3.0,0.0,0.05,156.0,7.8
전라북도,무주군,무풍면,1.0,2280.0,1.0,0.0,0.01,156.0,1.86
전라북도,무주군,설천면,1.0,4085.0,2.0,0.0,0.02,156.0,3.34
전라북도,무주군,적상면,1.0,2632.0,2.0,0.0,0.01,156.0,2.15
전라북도,무주군,안성면,1.0,4285.0,1.0,0.0,0.02,156.0,3.5
전라북도,무주군,부남면,1.0,1419.0,2.0,0.0,0.01,156.0,1.16
전라북도,정읍시,신태인읍,0.0,5664.0,3.0,0.0,0.03,866.0,25.69
전라북도,정읍시,북면,0.0,4533.0,3.0,0.0,0.02,866.0,20.56
전라북도,정읍시,입암면,0.0,2883.0,2.0,0.0,0.02,866.0,13.08
전라북도,정읍시,소성면,0.0,2160.0,1.0,0.0,0.01,866.0,9.8
전라북도,정읍시,고부면,0.0,2888.0,1.0,0.0,0.02,866.0,13.1
전라북도,정읍시,영원면,0.0,1838.0,1.0,0.0,0.01,866.0,8.34
전라북도,정읍시,덕천면,0.0,1877.0,2.0,0.0,0.01,866.0,8.51
전라북도,정읍시,이평면,0.0,2139.0,1.0,0.0,0.01,866.0,9.7
전라북도,정읍시,정우면,0.0,2622.0,2.0,0.0,0.01,866.0,11.89
전라북도,정읍시,태인면,0.0,3577.0,2.0,0.0,0.02,866.0,16.23
전라북도,정읍시,감곡면,0.0,2874.0,1.0,0.0,0.02,866.0,13.04
전라북도,정읍시,옹동면,0.0,1736.0,1.0,0.0,0.01,866.0,7.87
전라북도,정읍시,칠보면,0.0,2380.0,2.0,0.0,0.01,866.0,10.8
전라북도,정읍시,산내면,0.0,1231.0,1.0,0.0,0.01,866.0,5.58
전라북도,정읍시,산외면,0.0,2152.0,1.0,0.0,0.01,866.0,9.76
전라북도,정읍시,수성동,0.0,18063.0,3.0,0.0,0.09,866.0,81.93
전라북도,정읍시,장명동,0.0,3057.0,1.0,0.0,0.02,866.0,13.87
전라북도,정읍시,내장상동,0.0,20778.0,0.0,0.0,0.11,866.0,94.25
전라북도,정읍시,시기동,0.0,3471.0,2.0,0.0,0.02,866.0,15.74
전라북도,정읍시,초산동,0.0,11030.0,0.0,0.0,0.06,866.0,50.03
전라북도,정읍시,연지동,0.0,6130.0,3.0,0.0,0.03,866.0,27.81
전라북도,정읍시,농소동,0.0,4189.0,0.0,0.0,0.02,866.0,19.0
전라북도,정읍시,상교동,0.0,3967.0,0.0,0.0,0.02,866.0,17.99
충청남도,아산시,염치읍,0.0,6980.0,3.0,0.0,0.02,1463.0,30.66
충청남도,아산시,배방읍,0.0,74906.0,20.0,0.0,0.22,1463.0,329.02
충청남도,아산시,송악면,1.0,4355.0,2.0,0.0,0.01,1463.0,19.13
충청남도,아산시,탕정면,0.0,21879.0,5.0,0.0,0.07,1463.0,96.1
충청남도,아산시,음봉면,1.0,20996.0,5.0,0.0,0.06,1463.0,92.22
충청남도,아산시,둔포면,1.0,25135.0,6.0,0.0,0.08,1463.0,110.4
충청남도,아산시,영인면,1.0,6397.0,3.0,0.0,0.02,1463.0,28.1
충청남도,아산시,인주면,1.0,7478.0,2.0,0.0,0.02,1463.0,32.85
충청남도,아산시,선장면,1.0,3664.0,2.0,0.0,0.01,1463.0,16.09
충청남도,아산시,도고면,1.0,4630.0,2.0,0.0,0.01,1463.0,20.34
충청남도,아산시,신창면,0.0,25247.0,5.0,0.0,0.08,1463.0,110.9
충청남도,아산시,온양1동,0.0,10085.0,0.0,0.0,0.03,1463.0,44.3
충청남도,아산시,온양2동,0.0,7869.0,0.0,0.0,0.02,1463.0,34.56
충청남도,아산시,온양3동,0.0,37848.0,0.0,0.0,0.11,1463.0,166.24
충청남도,아산시,온양4동,0.0,19078.0,0.0,0.0,0.06,1463.0,83.8
충청남도,아산시,온양5동,0.0,26973.0,0.0,0.0,0.08,1463.0,118.48
충청남도,아산시,온양6동,0.0,29554.0,0.0,0.0,0.09,1463.0,129.81
충청북도,진천군,진천읍,1.0,31917.0,12.0,0.0,0.38,980.0,371.19
충청북도,진천군,덕산면,0.0,22439.0,5.0,0.0,0.27,980.0,260.97
충청북도,진천군,초평면,1.0,3508.0,4.0,0.0,0.04,980.0,40.8
충청북도,진천군,문백면,1.0,4147.0,4.0,0.0,0.05,980.0,48.23
충청북도,진천군,백곡면,1.0,2167.0,2.0,0.0,0.03,980.0,25.2
충청북도,진천군,이월면,0.0,8078.0,6.0,0.0,0.1,980.0,93.95
충청북도,진천군,광혜원면,1.0,12009.0,3.0,0.0,0.14,980.0,139.66
